OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text
2610,2610_308,"You don’t get it?  Okay.  You’re right, Student C.  Keep going. You know how to do it.  Well, if six are left and then that’s six out of twelve, and six were taken, it’s probably the?",teacher,"Nope, you’re fine.  Go have a seat.",student,"Can I go [inaudible], because I have to go –",teacher,"Stop.  Can you help Student J?  Just color in the eggs and then have him do the paper on his own?  All right.  I’m coming to collect them.  You should have had enough time.  I have to say I would like Student D, Student E, and Student D to go put a point in for responsibility for their team. There was no chatting, over there.  And I see some different answers on their paper.  Different work done, so I know that they worked independently.  Student J, can I have yours?  When I collect your paper, you can put the eggs together.  [Inaudible]?  [Inaudible] are you almost done?  All right.  Here’s your ticket.  Why don’t you have an answer, sweetheart?",student,[Inaudible].,teacher,"You don’t get it?  Okay.  You’re right, Student C.  Keep going. You know how to do it.  Well, if six are left and then that’s six out of twelve, and six were taken, it’s probably the?",student,Denominator?,teacher,"It’s probably the same, because six out of twelve are left in there, and six out of twelve were taken."
2108,2108_275,"All right.  Seven plus four, you said is eleven.  Put down the one.  Bring up the one.  Good.  Eight plus one is?  Nine, plus one more is?  Ten.  Perfect.  Bring up the one.  Nine plus one is?  Ten.  Okay.  One thousand one.  You were only how many point over?  One.  So, you put a one in here.  So one is your score.  And now you’re going to put your two numbers, and say equals 1,001.  I’m going to have you read me yours in a minute.  Is this going to be a zero, or a one?  I want you to practice on this.  No.  We’re going to practice it on this, honey, and make sure you’re happy with it, before you put it on your chart.  What is this going to be?  A zero, or a one?",teacher,"All right, so you said seven plus four is eleven.  Let’s erase that, honey.  I’m going to help you.  This is a really good one.",student,Eight?,teacher,Erase the whole thing.,student,Seven.,teacher,"All right.  Seven plus four, you said is eleven.  Put down the one.  Bring up the one.  Good.  Eight plus one is?  Nine, plus one more is?  Ten.  Perfect.  Bring up the one.  Nine plus one is?  Ten.  Okay.  One thousand one.  You were only how many point over?  One.  So, you put a one in here.  So one is your score.  And now you’re going to put your two numbers, and say equals 1,001.  I’m going to have you read me yours in a minute.  Is this going to be a zero, or a one?  I want you to practice on this.  No.  We’re going to practice it on this, honey, and make sure you’re happy with it, before you put it on your chart.  What is this going to be?  A zero, or a one?",student,It’s going to be a two.,teacher,"It’s – no.  Nine plus two is eleven.  You want this to add up to nine, or ten."
4005,4005_212,"Okay.  Okay, is there anyone in the pair who wants to come up and say how they would write – or wants to just tell out how they would write that if we were to write it in expanded form?  Is there anyone who would like to go ahead and do that? Student J, how would you – were you in A, in expanded form? Who was in A?  I want to get some A’s.  Student J, how would you write that out if you were to write that?  What number would you write first?",teacher,Now what do you say?  Say it again.,student,[Inaudible] hundred thousand.,student,"Wait, no.",student,Eight hundred thousand one.,teacher,"Okay.  Okay, is there anyone in the pair who wants to come up and say how they would write – or wants to just tell out how they would write that if we were to write it in expanded form?  Is there anyone who would like to go ahead and do that? Student J, how would you – were you in A, in expanded form? Who was in A?  I want to get some A’s.  Student J, how would you write that out if you were to write that?  What number would you write first?",student,"Um, 800 thousand.",teacher,Plus?
4067,4067_320,- this number?,teacher,"Subtract, and I get?",student,Zero.,teacher,I compare.  Is this number less than or equal to -,multiple students,Yes.,teacher,- this number?,multiple students,Yes.,teacher,Okay.
2720,2720_93,"Okay.  All right.  Give me five.  You and your partner should have come up with the fact that we need to find the area of the triangle and area of the rectangle.  Let's start with the rectangle.  It's easier, right?",teacher,"Okay.  That's it.  We've divided it into shapes we know, and we found the measure we need for finding areas.  What's step two, Student B?",student,Find the area of each smaller figure.,teacher,Find the area of each smaller figure.  Tell your neighbor what we're going to have to find the area of.  We're going to have to find the area of what?  What are my smaller shapes? The area of the triangle and the area of the—,student,Rectangle.,teacher,"Okay.  All right.  Give me five.  You and your partner should have come up with the fact that we need to find the area of the triangle and area of the rectangle.  Let's start with the rectangle.  It's easier, right?",multiple students,Yes.,teacher,What is the formula for area of a rectangle?
4078,4078_492,If I don’t have your paper by now you can keep yours.,student,I’m not done yet.,teacher,Exit question?,teacher,To your seat.  Exit question.  Excuse me; please remain in your seat.  The exit question was – if I do not have your paper by now you can – everybody should have finished the exit question by now.  Everyone should have finished the exit question by now.,student,Here you go Mr. S.,teacher,If I don’t have your paper by now you can keep yours.,teacher,So we have the – we have two – the question that we have here is this: 0.125 times point-what?  I mean 2.3.  That is what we have.  How many decimal places the first one has?,student,Three.
641,641_551,"325 would be somewhere around here.  Very good.  Okay, excellent, very good.  Good job.  Student L, you’re turn. Class, here we go.  Most of you with the exception of a very few struggling with number lines.  People feel that decimal 1 is less than zero point zero 375.  Well, no.  Always, you got to compare your first.  This is your tenths place value.  you got to look at your tenths place value, okay? Decimal 2.  Yes, my friend?",teacher,"So 375.  Count – no, no, no, no.  Count.  Okay, just put it [inaudible].  Put it [inaudible].  Okay, very good.  That’s where it’s supposed to be.  375?",student,375 thousandths.,teacher,"375 has to be right here.  375, okay?",student,And we got 325.,teacher,"325 would be somewhere around here.  Very good.  Okay, excellent, very good.  Good job.  Student L, you’re turn. Class, here we go.  Most of you with the exception of a very few struggling with number lines.  People feel that decimal 1 is less than zero point zero 375.  Well, no.  Always, you got to compare your first.  This is your tenths place value.  you got to look at your tenths place value, okay? Decimal 2.  Yes, my friend?",student,Wouldn’t [inaudible].,teacher,"I’m sorry, I didn’t hear what you said.  Just give me one second.  What did you say?"
303,303_38,See if you can make any connections with that.  See if you can figure out why we might have those three.  Are there any others that have only those three?  Use your number line. 28 does have it.  What do you notice about 28 and 112?  Do you notice anything?,teacher,I don't know.  Figure it out.  What is 112 divided by 7?  Maybe they don't all have to be related to each other.  What is that going to be?  What is 112 divided by 7 going to be? Double check that we actually have the correct one up there.,student,16.,teacher,Hmm?,student,16.,teacher,See if you can make any connections with that.  See if you can figure out why we might have those three.  Are there any others that have only those three?  Use your number line. 28 does have it.  What do you notice about 28 and 112?  Do you notice anything?,student,They're both even.,teacher,They're both even.  See if you can notice that.  See if you can figure it out.  Let's take a look at our February calendar. We missed Valentine's Day yesterday.  Let's see what pattern pieces we'll have today.  Yesterday was the 14th. Let's see what shape we're going to have today.  What do you think it's going to be?
2511,2511_127,"Let's focus first on the cups.  Without counting, one, two.",teacher,"First, what would be an easy way to know how many cups we have?",student,Count by twos.,teacher,You could count by twos.,student,You can count the inside first.,teacher,"Let's focus first on the cups.  Without counting, one, two.",student,"You do this, count how many are in there.  Then count – count one cup.  Then count how many cups are there.",teacher,Okay.  Can you do something with  all these cups?  Can you arrange them in a certain way?  You can make – what?
2077,2077_224,"So then you’re gonna leave one blank, right?",teacher,"Capital W, first word of the sentence.",student,What is that?,teacher,"Student M, if you have your data done, I said you can work on changes.",student,"Oh, I have more, but I was not in practice and I had [inaudible].",teacher,"So then you’re gonna leave one blank, right?",student,Okay.,teacher,"That’s one of the ones you left off your practice graph, correct?"
843,843_73,Now the range is the difference.  So what did we say we have to do?,teacher,"– taller, I mean, tall.  And Student G.",multiple students,44.,teacher,Student G is 44 inches.,student,[Inaudible].,teacher,Now the range is the difference.  So what did we say we have to do?,student,Subtract.,teacher,"Subtract.  So go ahead, see if you can do mental math.  If not, use a paper and pencil.  But I'm hoping you do mental math. That should be fairly easy.  Student V, go ahead my boy."
4161,4161_356,"All right, I’m coming around with – you see these wonderful notes that you guys have been taking?  And Student R is going to help me with these.  We’re getting back to equivalent fractions.  And Student M, thank you my dear. You started something new, and I know that we’re going to come up with some great things to talk about with 3D figures.  I’m impressed my dear, my dear, my dear. [Teacher handing out items].",student,[Inaudible] looks like it’s sort of [inaudible] out.,student,[Inaudible].,teacher,"[Inaudible] can have a seat, though.  [Crosstalk].  [Students returning to seats].  Shh.  In three.  Two.",multiple students,One.,teacher,"All right, I’m coming around with – you see these wonderful notes that you guys have been taking?  And Student R is going to help me with these.  We’re getting back to equivalent fractions.  And Student M, thank you my dear. You started something new, and I know that we’re going to come up with some great things to talk about with 3D figures.  I’m impressed my dear, my dear, my dear. [Teacher handing out items].",student,Thank you.,teacher,"Student J.  Student J.  You’re doing a good job on your notes. Student C, keep working hard, okay?  Student A, great job. Student A, I’m impressed."
905,905_297,This one doesn’t work out.,teacher,What’s 4 times 3?,student,12.,teacher,"12.  So that’s one that works, but you have to think about if it’s the best design or not.",student,[Inaudible].,teacher,This one doesn’t work out.,student,[Inaudible].,teacher,Do you need another piece of graph paper?
264,264_132,This one?,teacher,"The rectangles are the same.  I'm going to take the same 6 and move it up here so this one is 6 too, and again, what's my formula for finding the rectangle?",multiple students,[Inaudible].,teacher,What's this one?  24—,multiple students,Centimeters squared.,teacher,This one?,multiple students,24 centimeters squared.,teacher,"What's my formula, Student B, for finding the area of a square?"
313,313_524,"Nine.  So he has nine as his base.  Good.  And then what did you do Student A?  So he knew that 9 times what would equal 36, Student A?",teacher,What did you do for your base?  Tell us about your base.,student,"My base is going up by three, across by three.",teacher,"Good.  Length times width, right?  Three by three.  So boys and girls, what is three times three?",multiple students,Nine.,teacher,"Nine.  So he has nine as his base.  Good.  And then what did you do Student A?  So he knew that 9 times what would equal 36, Student A?",student,Four.,teacher,"Four.  So he made it go up how high?  Four stories high, right? One, two—can you show us?  One is one line.  Two—what is the other line.  Two lines.  Three—no, he didn’t—three lines, four.  It was just that his marker was thick."
2758,2758_135,You mean from here to here?,teacher,Can you try to find a pattern?,student,"This is 180, this is 180, but this is not 180.",teacher,"What do you mean, 180?",student,There's a difference between 180.,teacher,You mean from here to here?,student,"Uh-huh, but it doesn't work from here to here.",teacher,What would 180 be?
250,250_50,"So you look at the thousand and see the thousand and thousand and then you look at the rest of the number.  Student H, what do you think?",teacher,"Excellent.  One thousand one hundred seven.  So 1,107.  Does anyone have any question where those two numbers came from? With us so far?  So from Seattle to Minneapolis, it takes 1,685 miles and from Minneapolis to Washington D.C. is 1,107 miles.  The question is if they travel all different places – all these three places – how many miles do they travel all together?  What do you do?  You add them up.",teacher,"So I’m gonna do – okay.  Now before you tell me the answer, what do you think the – estimate what do you think will be the answer.  Is it closer to 2,000, closer to 3,000?  What do you think?  I want you to turn to your partner and share.  What do you think is close – [inaudible] your estimate.",teacher,"[Inaudible]  So you keep looking – you’re looking at the ones place because you want to keep adding up.  But I’m looking for an estimate.  That means I don’t need to know the exact answer yet.  I want to be close to, so what do you think, Student H?  You just shouted out 3,000.",student,No I didn’t.,teacher,"So you look at the thousand and see the thousand and thousand and then you look at the rest of the number.  Student H, what do you think?",student,"It’s two thousand, right?  Two thousand plus [inaudible].",teacher,"It’s not gonna look at [inaudible]. San Francisco.  Okay so Student H, since you – can you explain to me is it closer to two thousand or three thousand?  What was your estimate?"
2380,2380_18,"Wait.  I'm looking at that problem and I think I might have copied it wrong because that's probably not going to work. I did copy it wrong.  I'm sorry.  Change this to a 3.  You won't have remainders.  Thank you, Student A.  You won't have remainders.  2 divided by 3.  I was looking at it like, hmm.  Look at the problem.  It's divided by 3, not minus 5.  Remember, we just changed the 5 to a 3.  It was a mistake.  But it's not a minus sign.  It's a division sign.",teacher,"All right.  In your math journal I'm going to show you one example together, and then I'm going to show you a game that you're going to use to practice today.  There will be practice in small group.  I'd like you to copy and complete 30 minus 6 in parenthesis, divided by 5, on the first clean page.  Remember, you have to do them in a specific order. Go ahead and solve 30 minus 6 divided by 5.  Why don't you just use this one?  Where's Student J's?  Does anybody have an extra pencil Student J can use?",student,I do.,teacher,"Thank you.  That way, Student M, you can get your work done too.",student,When we have the 5 and the 6 do we still divide the two numbers separately?,teacher,"Wait.  I'm looking at that problem and I think I might have copied it wrong because that's probably not going to work. I did copy it wrong.  I'm sorry.  Change this to a 3.  You won't have remainders.  Thank you, Student A.  You won't have remainders.  2 divided by 3.  I was looking at it like, hmm.  Look at the problem.  It's divided by 3, not minus 5.  Remember, we just changed the 5 to a 3.  It was a mistake.  But it's not a minus sign.  It's a division sign.",student,I couldn't even see the dots.,teacher,Can you see them now?
2596,2596_135,How did you know it was 36?,teacher,"How do I change forty-two hundredths to a percentage, Student S?",student,You times it by 100.,teacher,"That means my decimal place moves over how many places?  Two. 42 percent.  You guys are 42 percent of the way done until you graduate high school.  Not quite done, is it?  Nope.  Happy 1,000th day of school.  Since it’s 1,000th day of school, we’re going to go ahead and switch into groups.  I have put 1, 2, 3, 4, stacks of paper.  We’re going to count off by fours.  Right here will be group one, group two, group three, group four.  Okay.  I have 100 problems for you.  Most likely you’re not going to get done with all of them for today.  Now 100 problems, all numbered 1-100, and everyone is getting a 100th day of school answer sheet.  What I want you to do is write out the equation for the problem, and then solve it, and put your answer and equation on this sheet.  If you get to a problem that you’re not 100 percent sure about, skip that one and go on to the next one.  You don’t have to go in order.  Each person can take one sheet in the group.  Start here.  That’s every time.  We’re going to count and go into groups of four.  Ones, twos, threes, fours, go ahead.  Put your name, number, teacher and room number on there.  Here it goes.  You guys are all fours?  Threes are right here, buddy.  Here’s an answer sheet.  It doesn’t matter what sheet you take first.  Just make sure you fill it in, in the right place on the answer sheet. One of these?  Here you go.  That was a freebie.  Why don’t you do it in your journal?  The next class is going to use these sheets.  [Inaudible].  Okay. Write it down.  They’re not all going to be the most difficult problems.  Thanks, Student S.  This is your answer sheet.  Write down the equation and the answer on this sheet.  That’s it.  There you go.  What did you write?",student,36.,teacher,How did you know it was 36?,student,Because if you times 3 times 12 it’s 36.,teacher,Why did you multiply 3 times 12? Let’s look at this problem again.  Two thirds equals 12 over something.  How did we go from 2 to 12?  One second.  2 times what equals 12?
169,169_93,Now we have Z and U.  So we have Z and U.  So give us a value for your Z.,student,B.,teacher,B and what?  D?  Okay.,multiple students,Z.,teacher,"Z, okay.  Z and U.  You have Z and what?  U and I don't want to be suffering when I have too many of them.",teacher,Now we have Z and U.  So we have Z and U.  So give us a value for your Z.,student,Three.,teacher,"Okay, now give us where Z is equal to what? Three. And give us a value for S."
623,623_95,"There’s no—you may be close but when it comes to the answer—in reading, you know, if you’ve written something, even if it’s not all the way correct, if it’s partially correct, can I give you credit for that?  Yes.  In science, you may not write the whole thing but if you wrote part of the answer, would you get part of the grade?  Yeah.  In math, there is no such thing.  I can’t give you credit for—I can’t say, yay, you got 150, I'm gonna give it right.  Then why won’t I give it to somebody who got a hundred?  If you are wrong, you are?",teacher,I don’t—did anybody get 160?  I don't think anybody got it?,student,I was really close.,teacher,"I want to hear, no, did anybody—guys, in math—",student,There’s no close.,teacher,"There’s no—you may be close but when it comes to the answer—in reading, you know, if you’ve written something, even if it’s not all the way correct, if it’s partially correct, can I give you credit for that?  Yes.  In science, you may not write the whole thing but if you wrote part of the answer, would you get part of the grade?  Yeah.  In math, there is no such thing.  I can’t give you credit for—I can’t say, yay, you got 150, I'm gonna give it right.  Then why won’t I give it to somebody who got a hundred?  If you are wrong, you are?",multiple students,Wrong.,teacher,"I'm sorry but that’s the way it goes in math.  Yes, Student M?"
516,516_92,"Okay.  You got to share what you have first to decide what a four is going to look like, okay?  All right.  Sorry.",teacher,"I would just use pencil.  Group 3, put the number on the top of your paper, please.  And Group 4, stay on task, please. It’s a reminder.  Put Group 4 on the top, recorder.",student,Me.,teacher,Okay.  Let’s see meaningful discussion.  You need to decide as a group what you’re doing. I like the level of noise in here now.  Let’s not make it louder than this.,student,What does that say?,teacher,"Okay.  You got to share what you have first to decide what a four is going to look like, okay?  All right.  Sorry.",student,Is [inaudible] like give you –,student,"No, they’re over here."
130,130_4,To separate or to break…,teacher,"So, 80, and then which place value do I have to look at again? The ones place. So I have 3 plus 5, which equals 8. Does anybody remember what this strategy is called? Does anybody remember what this strategy is called? Student T?",student,Decomposing.,teacher,"Decomposing, very good. Decomposing means what? What does that mean? Student W?",student,To separate.,teacher,To separate or to break…,student,Down.,teacher,"Down, very good. So 400 plus 80 is 480 plus 8 more is 488. So that is the sum of the two numbers. Does everybody understand what they’re going to be asked to do and they’re meant to do right now?  So open up your math journal. Everybody, this is your starter problem, the one in blue, that’s why I put it in a different color. And the other 3. You must start and finish each one. Student M, how are you doing? Do you want me to come and right this down for you? Okay. All right. This is starter problem number one, you’re going to do it completely and solved it. Starter problem number two, do it completely and solve it. And starter problem number three, do it completely and solve it. You have to solve this problem. You have to start it off this way first. Then you have to say, all right, I still have to solve this problem, I’m going to start it off this way now. I have to solve this problem again, I’m going to start it off this way."
4411,4411_73,"And see where you missed it, yeah.  Now, I don’t know the correct answer, so I can’t – I can’t even tell you what the right answer is.  We’re going to find out, though.  The other part of that center – and I don’t care which question you start with.  Students find all numbers that can be evenly divided into 100 and show the different groupings. Meaning, can two divide into 100?",teacher,"21.  You have to keep up with it though, yeah?  We had an exemplar kind of like this.  Do you remember that one where we had to add a whole bunch all the way to 100 or something?",teacher,[Inaudible].,teacher,"Oh, yes, because if you – if you got confused, you at least want to be able to start somewhere.",teacher,"And you could go back – if it’s written, you could go back and see where –",teacher,"And see where you missed it, yeah.  Now, I don’t know the correct answer, so I can’t – I can’t even tell you what the right answer is.  We’re going to find out, though.  The other part of that center – and I don’t care which question you start with.  Students find all numbers that can be evenly divided into 100 and show the different groupings. Meaning, can two divide into 100?",student,Yes.,student,[Inaudible].
577,577_2,Student A?,,,,,teacher,"All right, what have we been learning about in math?",student,Nothing.,teacher,Student A?,student,Fractions.,teacher,Fractions.  What about fractions?
4093,4093_14,So we can erase this candidate number and go ahead and put it in our number 4.  What else does that tell us?,teacher,"So this can be a 4 or a 3, and this can be a 4 or a 3, but what do we already have here?",multiple students,3.,teacher,So what does that already tell us about this square?,multiple students,It has to be a 4.,teacher,So we can erase this candidate number and go ahead and put it in our number 4.  What else does that tell us?,multiple students,The other is the 3.,teacher,"Since we have a 4 right here, we know we can’t have what right here?"
2817,2817_148,Why?,teacher,Is it greater or less than five fifths?,student,Less.,teacher,"So yours is less than a whole and his is the whole?  So is his the greater one?  Good.  Student C, what are you guys working on?  You guys used all the cards now?  Let's put them in one big pile so you can get more, more practice, that's all.  You're just getting all the cards.  Maybe this time it will be [inaudible].  Mix up the cards so we can get playing.  Maybe your cards will change this time. That's all we can do is hope.  Show him your cards.  He has eight sixths and you have two fourths.  Who won?",student,He did.,teacher,Why?,student,Because he has like two wholes and like—,teacher,Two wholes?
373,373_175,That’s okay.  Excuse me honey.,teacher,Okay.  Let me help you.,student,Okay.  So you [inaudible]?,teacher,"Excuse me, Student A.",student,"Oh, I’m so sorry.",teacher,That’s okay.  Excuse me honey.,student,And it’s from liter [inaudible].,teacher,"Oops, sorry.  Okay.  Come over here."
4074,4074_273,"Okay, you're almost, almost, almost there.  We just learned it. Student W?",teacher,Okay.  And then what else did you do?  How did you know where to – how to line your numbers up?  How did you know who to –,student,The decimal is sort of like your marker so you know.,teacher,It is.  So what do we do with the decimal?,student,We line the two decimals up so they're on top of each other.,teacher,"Okay, you're almost, almost, almost there.  We just learned it. Student W?",student,You line up the dot and give it all you got.,teacher,"Yes, you line up the dots, give it all you got.  Great job.  Go ahead and add it up for us.  Great.  So all of your decimal points should be lined up in a row.  Great job."
4562,4562_356,"I'm about to tell you who you're going to be with.  It's totally random.  There are going to be five groups of four people because I will be in a group.  Okay?  I don't know yet.  Here we go.  So you need this.  The first name I call will be the scribe.  You will be the person who takes down the data, okay?  The five groups of four.  The next thing you're going to do, everybody, let's see.  You will need your function table, I mean your graph because you are going to work through this and see how you can graph. You're going to have two people, all right?  We're going to keep them Val and Tino for their names at least, okay?",teacher,But you're not going to be a girl group.,student,Oh.,teacher,Exactly.  [counts 1-19] Excuse me?,student,[Inaudible].,teacher,"I'm about to tell you who you're going to be with.  It's totally random.  There are going to be five groups of four people because I will be in a group.  Okay?  I don't know yet.  Here we go.  So you need this.  The first name I call will be the scribe.  You will be the person who takes down the data, okay?  The five groups of four.  The next thing you're going to do, everybody, let's see.  You will need your function table, I mean your graph because you are going to work through this and see how you can graph. You're going to have two people, all right?  We're going to keep them Val and Tino for their names at least, okay?",student,What is Valentino?,teacher,That's a name.  Valentina could be a girl.  Val could be a girl.  Tino could be the guy.
2085,2085_185,Three times three equals nine.  That’s why it’s going to be easier if you write as you work.  [Inaudible] are you okay? What’s that?,teacher,"You will have to have more steps than that.  [Inaudible].  I don’t see anywhere where you put the zero.  Where you put your place-holder in.  You need to be doing how we did it up here.  You still have to, you have to let them know that they need a placeholder.",student,A placeholder?,teacher,"A placeholder.  Why don’t you have any words on your paper? Why don’t you have any words on your paper?  Oh, okay.",student,[Inaudible] is three times nine?,teacher,Three times three equals nine.  That’s why it’s going to be easier if you write as you work.  [Inaudible] are you okay? What’s that?,student,Then adding?,teacher,"[Inaudible] three times five, and then add it."
2797,2797_113,"I know she comes after school.  Good.  Let’s focus on this, okay.  So let’s go back to our multiplication chart, and here’s my sixes.  My goal is to get as close to what?",student,Teacher V taught me how to do this.,teacher,Teacher V is a –?,student,She [inaudible] for the day.,teacher,Because the former sixth grade teacher is now at West.,teacher,"I know she comes after school.  Good.  Let’s focus on this, okay.  So let’s go back to our multiplication chart, and here’s my sixes.  My goal is to get as close to what?",student,41.,teacher,"41 as I can.  Very good, Student J."
2529,2529_98,"No.  You stop.  After you've gotten five tenths colored five times, you stop.  I have – here's one tenth, two, three, four, five.  I look at those and the answer is – what, Student I?  One whole, two wholes, and a half.",teacher,"Five different colors.  2, 3, 4, 5.  Then I find another set of colors.  Green doesn't show up, so I have to use purple. 1, 2, 3, 4, 5.  So I have so far three groups of 0.5.  This is 05.  I've got to do two more groups.  I have some more colors.  There's some blues.  Then you're going to color five tenths with each a different color and that will show you the answer.",student,So we need six different colors?,teacher,You just need five.  We'll need eight here and three here.  We can get more colors out if you need to.  This is five times.,student,You don't color this one?,teacher,"No.  You stop.  After you've gotten five tenths colored five times, you stop.  I have – here's one tenth, two, three, four, five.  I look at those and the answer is – what, Student I?  One whole, two wholes, and a half.",student,Two and—,teacher,Two and five tenths?
495,495_485,"I would get nine, but why is it not nine cubic centimeters? It’s not nine, for those of you that are going, but why? What?  A?",teacher,If you multiplied.  What’s three times three?,student,Nine.,teacher,Times one?,student,Nine.,teacher,"I would get nine, but why is it not nine cubic centimeters? It’s not nine, for those of you that are going, but why? What?  A?",student,[Inaudible],teacher,"Okay, we don’t have nice complete, I’ll call it complete figure here.  If you take a look we have an L, there’s some missing.  If I filled it in, think about when you were back in pre-K or kindergarten or whatever.  And you used to play with wooden blocks, and you build things and you made them into nice neat rows and you put them together, if you did that, I could simply go length, width, height.  You don’t do that and you make a bridge of some sort like this or an L and you want to make a tower and you leave some out. You are going to need to do what?  To figure out the volume?"
4418,4418_307,"Manipulatives.  Hold on.  Group one, I’m not going to tell you again.  Lower your voices otherwise you guys are not going to be able to play the game.  Go ahead, Student S.",teacher,"10.  Let’s see if we can create a decagon.  Nice.  High five. Can I get a real high five?  Excellent.  All right. So what you’re going to do in here is you’re going to read the different things to whoever is going.  So actually Student I, you want to be the reader?",student,Yeah.,teacher,"So Student I, you can be the reader and you’re going to read the cards.  Do not show them the picture or answer. Go ahead and read that part.  Student J, keep trying to make your decagon.  [Side Conversation]  All right.  Did anybody have stuff to make a decagon? Let’s see.  How many sides do you have?  1, 2, 3, 4, 5, 6, 7, 8, 9, 10.  High five Student L.  Good job. Group one, we’re too loud.  Excellent job.  So we take a look at Student L’s shape right here.  She created her decagon and she designed it to be different and everything.  I did not say it had to be a regular one.  In fact let’s go ahead and take a picture of Student L’s decagon.  She did a great job of creating her decagon.  Good job.  That’s a lovely decagon.  Now what we’re going to do is go ahead and get together again.  Group one, I need you to lower your voices.  3, 2, 1, 0.  What we’re going to do now is have our math test.  I’m going to pas out the math test to you.  You’re going to use your pieces and use images to create your shapes.  Put them in a little space so they’re all together.  Good.  Lower our voices.  All right.  So polygons activity.  Can I have a volunteer read the directions?  Student S?",student,[Inaudible].,teacher,"Manipulatives.  Hold on.  Group one, I’m not going to tell you again.  Lower your voices otherwise you guys are not going to be able to play the game.  Go ahead, Student S.",student,[Inaudible].,teacher,"Good job.  So the question says Anna wants to create a quadrilateral that is also parallel, and Eldo wants to create a polygon that is not quadrilateral and does not possess a parallelogram.  Describe how someone can create the polygons.  We’ve got to think about it.  Anna wants to create a quadrilateral that’s parallel.  So think about it.  What kind of shape could Anna create?"
4668,4668_156,"Read the beginning – read the beginning, again.",student,Brent’s Fruit Shake.,student,[Inaudible].,teacher,"We have a recipe for Brent’s Fruit Shake, but they wanted you to figure out how much is – of each ingredient is needed for what?",student,For …,teacher,"Read the beginning – read the beginning, again.",student,Four people.,student,Twenty-eight people.
113,113_415,"Boys, let’s go.",teacher,You’re really lucky this didn’t fall off.   I said stay away from the camera.  Didn’t I say that?,teacher,What?  First you’re coming up with a question.,teacher,This is gonna be a big problem here today.,teacher,"No, you’re not putting it back there.  Sit right here.",teacher,"Boys, let’s go.",teacher,Okay.  What’s your question?,teacher,What?
637,637_279,"No, so that doesn’t work for this discussion.  Take a look at the chart that we have.  Is there something on there that we can use?  Is there a strategy up on the chart that you can see?",teacher,"Okay, so we’ll leave it down.  So let’s see, Student M – stay right there, Student S, I want you to be able to see from over here.  Okay, and why do you think that, Student M?",student,Because the bigger the denominator the smaller this is.,teacher,"Okay, that only works when you have either numerators that are the same, so do we have the same numerators?",student,No.,teacher,"No, so that doesn’t work for this discussion.  Take a look at the chart that we have.  Is there something on there that we can use?  Is there a strategy up on the chart that you can see?",student,She’s got it right.,teacher,"That’s only, Student S, if the numerators are the same, then the bigger the denominator the smaller the piece.  You are correct in where you placed it, but that’s the wrong strategy."
4478,4478_96,Remember that?,teacher,"Now that we are going to begin multiplying fractions, we’re going to start thinking of this “X”.  This multiplication symbol as something else.  Not times.  It’s still multiplication, but we’re not going to think of it as times when we read it out loud, okay? No longer times.  I told you when we worked with multiplication at the beginning of the year we thought of this symbol as something – we didn’t do it often – but we thought of this symbol as saying – anybody remember? Student E?",student,[Inaudible].,teacher,"No, groups … of.",multiple students,Of.,teacher,Remember that?,student,Yeah.,teacher,"Just groups of, right?  So I would read this as three groups of -"
843,843_69,"– taller, I mean, tall.  And Student G.",teacher,60.  Can you hold that up for me?  Remember our rules that Teacher R talked to us about this morning?,student,Yes.,teacher,Think.  I'm having you think.  So we have Student N who's a little bit taller which is good.  We can find out how much taller she is.  But right now she's 60 inches.  Student N is 60 inches.  So Student N is 60 inches –,multiple students,Tall.,teacher,"– taller, I mean, tall.  And Student G.",multiple students,44.,teacher,Student G is 44 inches.
2846,2846_138,"Okay?  Put it up here so I can help you, so we can get [inaudible].  This is what I’m talking about.  You keep cutting.  See, you should have prisms.  And how do you know the difference between prisms and pyramids?",teacher,What?,student,[Inaudible].,teacher,I would have left that – yeah.  I would have left those titles on there.,multiple students,Yeah.,teacher,"Okay?  Put it up here so I can help you, so we can get [inaudible].  This is what I’m talking about.  You keep cutting.  See, you should have prisms.  And how do you know the difference between prisms and pyramids?",student,"Well, the pyramids -",student,A pyramid - [crosstalk].
781,781_366,"To a club meeting and then it said when Kathy and her Dad got home, there was five cookies.  So how many cookies was on that plate when Mom took half?",student,She took—,student,Half still remained.,teacher,So if Mom took half and Mom took them where?,student,She took them—,teacher,"To a club meeting and then it said when Kathy and her Dad got home, there was five cookies.  So how many cookies was on that plate when Mom took half?",student,Ten.,teacher,So how many cookies did Mom take?
4478,4478_959,Do you know why that was multiplying fractions?  What were you doing?  That wasn’t multiplying fractions.  That was finding equivalent -,student,"Yeah, you did.",student,Yeah.,student,Yeah.,student,So most of us actually know when we get help.,teacher,Do you know why that was multiplying fractions?  What were you doing?  That wasn’t multiplying fractions.  That was finding equivalent -,student,Equivalent fractions.,teacher,And how do we find equivalent fractions?
