target_comb_idx,OBSID,R1_pred,R2_pred,R3_pred,pred_C1
2983_371,2983,0,0,0,0
2983_40,2983,0,1.0,0.0,0
2984_128,2984,1,0.0,1.0,0
2984_159,2984,0,0.0,0.0,1
2984_177,2984,0,1.0,1.0,0
2984_201,2984,1,1,1,0
2984_233,2984,1,1,1,0
2984_291,2984,1,0.0,1.0,0
2984_320,2984,1,0.0,1.0,0
2984_327,2984,0,0.0,1.0,0
2984_344,2984,0,0.0,0.0,1
2985_0,2985,0,0.0,0.0,0
2985_105,2985,0,0.0,1.0,0
2985_155,2985,0,0,1,0
2985_169,2985,1,0.0,1.0,1
2985_40,2985,0,1.0,1.0,0
2985_47,2985,0,0.0,1.0,0
2985_55,2985,1,1,1,0
2985_75,2985,0,0.0,1.0,1
2985_77,2985,1,1.0,1.0,0
2986_226,2986,0,0.0,0.0,1
2986_281,2986,0,0.0,0.0,1
2986_32,2986,0,0.0,1.0,0
2986_359,2986,0,0.0,0.0,1
2986_369,2986,0,0.0,0.0,1
2986_407,2986,0,0.0,1.0,0
2986_432,2986,0,0.0,1.0,0
2986_6,2986,0,0,0,0
2987_135,2987,1,0.0,1.0,1
2987_139,2987,1,0.0,1.0,0
2987_14,2987,0,0,1,0
2987_143,2987,1,1,0,0
2987_198,2987,0,0,1,0
2987_220,2987,1,1.0,1.0,0
2987_222,2987,1,0.0,1.0,0
2987_254,2987,1,1.0,1.0,0
2987_26,2987,1,0.0,1.0,0
2987_54,2987,0,0.0,0.0,0
2988_116,2988,1,1.0,1.0,0
2988_118,2988,0,1.0,1.0,1
2988_144,2988,0,1.0,1.0,0
2988_16,2988,0,0,1,0
2988_237,2988,1,0.0,0.0,0
2988_41,2988,0,0.0,0.0,1
2988_63,2988,0,0.0,0.0,1
2988_82,2988,1,0.0,0.0,0
2996_0,2996,0,0.0,0.0,1
2996_10,2996,1,0.0,0.0,0
2996_19,2996,0,0.0,0.0,1
2996_40,2996,0,0.0,0.0,1
2996_45,2996,0,0.0,0.0,0
2996_49,2996,0,0.0,0.0,1
2996_83,2996,1,0.0,0.0,0
2997_25,2997,0,0.0,1.0,0
2997_33,2997,0,0.0,0.0,0
2997_43,2997,0,1.0,1.0,0
2997_55,2997,0,0.0,0.0,0
2997_67,2997,1,0.0,0.0,1
2997_69,2997,1,1.0,1.0,0
2997_95,2997,0,0.0,1.0,0
3003_128,3003,0,0.0,0.0,1
3003_138,3003,1,1.0,1.0,0
3003_211,3003,0,0.0,0.0,0
3003_225,3003,1,1.0,1.0,1
3003_24,3003,0,0.0,0.0,0
3003_38,3003,1,0.0,1.0,0
3003_85,3003,0,1.0,1.0,1
3004_122,3004,0,0.0,1.0,1
3004_124,3004,0,0.0,0.0,1
3004_127,3004,0,0,0,0
3004_128,3004,0,0.0,0.0,1
3004_135,3004,0,0,0,0
3004_166,3004,0,0.0,0.0,1
3004_193,3004,0,0.0,1.0,0
3004_25,3004,1,0.0,0.0,0
3004_47,3004,0,0.0,0.0,1
3010_132,3010,1,0.0,1.0,0
3010_15,3010,0,0.0,0.0,0
3010_229,3010,0,0.0,0.0,1
3010_242,3010,0,0.0,0.0,1
3010_26,3010,0,0.0,1.0,0
3010_285,3010,0,0,0,0
3010_411,3010,0,0.0,1.0,1
3010_424,3010,0,1.0,1.0,0
3010_70,3010,0,0,1,0
3011_109,3011,1,0,1,0
3011_159,3011,1,0.0,1.0,0
3011_282,3011,1,0.0,1.0,0
3011_298,3011,1,1.0,1.0,0
3011_30,3011,1,0.0,1.0,0
3011_38,3011,1,1.0,1.0,0
3011_48,3011,0,0.0,0.0,1
3011_85,3011,1,0.0,1.0,0
3013_12,3013,1,0.0,1.0,0
3013_298,3013,0,0.0,1.0,0
3013_307,3013,0,0.0,0.0,1
3013_418,3013,0,0.0,1.0,0
3013_432,3013,1,0.0,0.0,0
3013_458,3013,0,0.0,1.0,1
3013_489,3013,0,0.0,0.0,1
3014_10,3014,1,0.0,1.0,0
3014_26,3014,0,0.0,1.0,0
3014_38,3014,1,0.0,1.0,0
3014_62,3014,0,0.0,0.0,1
3014_64,3014,1,1.0,1.0,0
3014_82,3014,0,0.0,1.0,0
3014_98,3014,0,0.0,1.0,1
3015_169,3015,1,1.0,1.0,0
3015_205,3015,0,0.0,0.0,0
3015_207,3015,0,0.0,0.0,1
3015_277,3015,0,0.0,0.0,0
3015_398,3015,1,0.0,0.0,0
3015_527,3015,0,0.0,0.0,1
3015_543,3015,0,0,0,0
3015_595,3015,0,0.0,0.0,1
3016_0,3016,0,0.0,1.0,1
3016_10,3016,1,0.0,0.0,1
3016_117,3016,0,0.0,1.0,0
3016_125,3016,1,0.0,0.0,1
3016_33,3016,1,0.0,0.0,0
3016_73,3016,1,1.0,1.0,0
3016_89,3016,1,0.0,0.0,1
3017_146,3017,0,0.0,0.0,1
3017_18,3017,1,0.0,1.0,0
3017_183,3017,1,1,0,0
3017_195,3017,0,0.0,0.0,1
3017_204,3017,1,0.0,1.0,0
3017_30,3017,0,1.0,1.0,0
3017_336,3017,0,0.0,0.0,1
3017_348,3017,0,0.0,1.0,0
3018_0,3018,0,0.0,0.0,1
3018_128,3018,1,1.0,1.0,0
3018_132,3018,0,0.0,0.0,1
3018_20,3018,0,0.0,0.0,0
3018_58,3018,1,0.0,0.0,1
3018_73,3018,0,0.0,1.0,0
3018_77,3018,0,0,1,0
3018_8,3018,0,0.0,1.0,0
3019_123,3019,1,0.0,1.0,0
3019_129,3019,0,0.0,0.0,1
3019_135,3019,1,0.0,1.0,0
3019_16,3019,0,0,1,0
3019_200,3019,0,0.0,0.0,1
3019_213,3019,0,0,1,0
3019_22,3019,1,0.0,0.0,1
3019_541,3019,1,1,1,0
3019_56,3019,1,0.0,1.0,0
3019_584,3019,1,1,1,0
3019_619,3019,1,0.0,1.0,0
3020_109,3020,0,0.0,0.0,1
3020_141,3020,1,0.0,0.0,0
3020_168,3020,0,0.0,0.0,1
3020_189,3020,0,0.0,0.0,1
3020_217,3020,0,0.0,0.0,1
3020_277,3020,0,0.0,0.0,1
3020_63,3020,0,0.0,0.0,0
3020_68,3020,0,0,1,0
3020_80,3020,0,0,0,0
3021_116,3021,0,0.0,1.0,0
3021_170,3021,0,0.0,1.0,0
3021_210,3021,1,1.0,1.0,0
3021_217,3021,0,0.0,1.0,1
3021_225,3021,1,1.0,1.0,0
3021_231,3021,0,0.0,1.0,0
3021_62,3021,1,0.0,1.0,0
3022_19,3022,0,0.0,1.0,0
3022_287,3022,0,0,1,0
3022_315,3022,0,0.0,0.0,1
3022_319,3022,0,0,0,0
3022_406,3022,0,0.0,1.0,0
3022_421,3022,0,0.0,1.0,0
3022_471,3022,0,0.0,1.0,1
3022_486,3022,1,0.0,0.0,0
3022_553,3022,0,0.0,1.0,1
3022_563,3022,1,0,1,0
3025_0,3025,0,0.0,0.0,1
3025_114,3025,0,0.0,1.0,0
3025_148,3025,0,0.0,1.0,0
3025_46,3025,0,0.0,1.0,0
3025_54,3025,1,0.0,1.0,0
3025_81,3025,0,1.0,1.0,0
3025_83,3025,0,1.0,1.0,0
3026_100,3026,0,0.0,1.0,0
3026_132,3026,0,0.0,1.0,1
3026_142,3026,0,0.0,1.0,0
3026_149,3026,1,0,0,0
3026_184,3026,0,0.0,1.0,0
3026_6,3026,0,0,1,0
3026_63,3026,0,1.0,1.0,0
3026_84,3026,1,0.0,1.0,0
3026_88,3026,0,1.0,0.0,1
3032_17,3032,1,0.0,1.0,0
3032_19,3032,0,0.0,1.0,0
3032_31,3032,1,0.0,1.0,0
3032_35,3032,1,0.0,0.0,0
3032_52,3032,1,0.0,1.0,0
3032_60,3032,1,0.0,1.0,0
3032_62,3032,1,0.0,0.0,1
3033_138,3033,0,0.0,0.0,1
3033_191,3033,0,1.0,0.0,1
3033_233,3033,1,0.0,1.0,0
3033_260,3033,1,1.0,1.0,0
3033_30,3033,0,0.0,0.0,1
3033_326,3033,1,0.0,1.0,0
3033_60,3033,0,0.0,1.0,0
3034_0,3034,0,0.0,0.0,1
3034_128,3034,0,0.0,1.0,1
3034_132,3034,0,0.0,0.0,1
3034_20,3034,0,0.0,0.0,1
3034_58,3034,0,0.0,0.0,1
3034_73,3034,0,0.0,1.0,1
3034_8,3034,0,0.0,1.0,1
3035_0,3035,0,0.0,0.0,1
3035_116,3035,0,0.0,1.0,0
3035_14,3035,1,0.0,1.0,0
3035_24,3035,1,0,0,0
3035_32,3035,1,0.0,1.0,0
3035_68,3035,1,0.0,1.0,0
3035_74,3035,0,0.0,1.0,0
3035_98,3035,0,0.0,1.0,0
3036_24,3036,1,1.0,1.0,0
3036_42,3036,1,0.0,1.0,0
3036_46,3036,0,0.0,0.0,0
3036_48,3036,1,0.0,1.0,0
3036_68,3036,0,0.0,1.0,1
3036_74,3036,0,0.0,0.0,0
3036_82,3036,0,1.0,1.0,0
4001_126,4001,0,0.0,0.0,1
4001_160,4001,1,1.0,1.0,0
4001_382,4001,0,0,1,0
4001_441,4001,0,0.0,1.0,0
4001_53,4001,1,0.0,1.0,0
4001_553,4001,1,1,1,0
4001_650,4001,0,0.0,0.0,1
4001_695,4001,0,0.0,0.0,1
4001_748,4001,0,0.0,0.0,1
4002_0,4002,0,0.0,1.0,1
4002_156,4002,0,0.0,0.0,0
4002_20,4002,0,0.0,0.0,0
4002_24,4002,1,1.0,1.0,0
4002_60,4002,0,0.0,1.0,0
4002_66,4002,0,0.0,1.0,0
4002_68,4002,0,0.0,0.0,0
4002_84,4002,0,0,1,0
4003_22,4003,1,1.0,1.0,0
4003_30,4003,1,0.0,0.0,0
4003_34,4003,0,0.0,0.0,1
4003_73,4003,0,0.0,0.0,1
4003_77,4003,0,0.0,1.0,1
4003_8,4003,1,0.0,1.0,0
4003_84,4003,0,0.0,1.0,1
4004_26,4004,1,0.0,1.0,0
4004_34,4004,1,1.0,1.0,0
4004_52,4004,0,0.0,1.0,0
4004_60,4004,1,0.0,1.0,0
4004_76,4004,0,0.0,1.0,0
4004_87,4004,0,0.0,1.0,0
4004_93,4004,1,1.0,1.0,0
4005_116,4005,0,0.0,1.0,1
4005_118,4005,1,1.0,0.0,0
4005_160,4005,1,0.0,1.0,0
4005_175,4005,1,0.0,1.0,0
4005_250,4005,0,0.0,1.0,0
4005_41,4005,1,0.0,1.0,0
4005_66,4005,0,0.0,1.0,0
4006_0,4006,0,0.0,1.0,1
4006_104,4006,0,0.0,1.0,0
4006_128,4006,1,0.0,1.0,0
4006_20,4006,1,0.0,0.0,1
4006_36,4006,1,0.0,1.0,0
4006_46,4006,1,0,0,0
4006_58,4006,0,0.0,1.0,0
4006_8,4006,1,0.0,0.0,0
4007_112,4007,0,0.0,1.0,0
4007_162,4007,1,0.0,1.0,0
4007_164,4007,1,0.0,0.0,0
4007_197,4007,0,0.0,0.0,0
4007_228,4007,0,1.0,1.0,0
4007_53,4007,0,0.0,1.0,0
4007_90,4007,0,1.0,0.0,1
4008_0,4008,0,0.0,0.0,1
4008_124,4008,0,0.0,1.0,0
4008_128,4008,0,0.0,1.0,0
4008_20,4008,0,0.0,1.0,0
4008_56,4008,0,0.0,0.0,0
4008_70,4008,0,1.0,1.0,0
4008_8,4008,1,1.0,1.0,0
4009_108,4009,0,0.0,0.0,0
4009_112,4009,1,1.0,1.0,0
4009_116,4009,0,0.0,1.0,0
4009_151,4009,0,0.0,1.0,0
4009_160,4009,1,1,1,0
4009_175,4009,0,0,1,0
4009_177,4009,0,1.0,1.0,0
4009_19,4009,1,1.0,1.0,0
4009_46,4009,0,0.0,1.0,1
4010_49,4010,1,0.0,1.0,0
4010_51,4010,1,0.0,1.0,0
4010_68,4010,1,0.0,1.0,0
4010_76,4010,0,0.0,0.0,1
4010_79,4010,0,0.0,0.0,1
4010_8,4010,1,0.0,0.0,0
4010_82,4010,0,0.0,0.0,1
4011_12,4011,0,0.0,0.0,0
4011_26,4011,0,0.0,0.0,1
4011_53,4011,0,0.0,1.0,0
4011_61,4011,1,0.0,1.0,0
4011_67,4011,0,0.0,0.0,1
4011_73,4011,1,0.0,1.0,0
4011_8,4011,1,0.0,1.0,0
4012_119,4012,1,1.0,1.0,0
4012_19,4012,1,0.0,1.0,0
4012_33,4012,1,1.0,0.0,0
4012_57,4012,1,0.0,1.0,0
4012_84,4012,1,0.0,1.0,0
4012_9,4012,1,0.0,1.0,0
4012_95,4012,1,0.0,1.0,0
4013_0,4013,0,1.0,1.0,1
4013_117,4013,1,0.0,0.0,0
4013_151,4013,0,0.0,1.0,1
4013_22,4013,0,0,1,0
4013_47,4013,0,0.0,1.0,0
4013_56,4013,1,0.0,1.0,0
4013_71,4013,0,0,1,0
4013_85,4013,1,0.0,1.0,0
4013_87,4013,0,0.0,1.0,0
4014_0,4014,0,1.0,1.0,1
4014_119,4014,0,0.0,1.0,1
4014_143,4014,1,0.0,1.0,0
4014_149,4014,1,0.0,0.0,0
4014_20,4014,0,0.0,1.0,1
4014_24,4014,0,0.0,0.0,0
4014_44,4014,1,0.0,0.0,0
4015_117,4015,1,0.0,1.0,0
4015_170,4015,1,0.0,1.0,0
4015_200,4015,1,0.0,0.0,0
4015_242,4015,0,0.0,1.0,0
4015_270,4015,1,0.0,1.0,0
4015_28,4015,1,0.0,1.0,0
4015_43,4015,0,0.0,0.0,0
4016_138,4016,0,0.0,0.0,1
4016_171,4016,0,0.0,1.0,1
4016_18,4016,0,0.0,1.0,0
4016_229,4016,0,0.0,1.0,1
4016_237,4016,0,0.0,1.0,0
4016_290,4016,0,0.0,0.0,1
4016_417,4016,0,0,1,0
4016_447,4016,0,0.0,0.0,0
4016_61,4016,1,0,1,0
4017_162,4017,0,0.0,1.0,0
4017_166,4017,1,1.0,1.0,0
4017_18,4017,0,0.0,1.0,0
4017_187,4017,1,1,0,0
4017_318,4017,1,0.0,1.0,0
4017_322,4017,1,0,0,0
4017_525,4017,0,0.0,0.0,0
4017_553,4017,1,1.0,1.0,0
4017_85,4017,0,0.0,0.0,1
4019_146,4019,0,0,1,0
4019_177,4019,0,0.0,0.0,1
4019_216,4019,1,1.0,1.0,0
4019_34,4019,0,0.0,1.0,0
4019_49,4019,0,0.0,1.0,1
4019_52,4019,0,0.0,1.0,1
4019_73,4019,0,0.0,1.0,1
4019_79,4019,0,0.0,1.0,0
4020_112,4020,0,0.0,1.0,0
4020_137,4020,1,1,1,0
4020_159,4020,0,0.0,1.0,0
4020_187,4020,0,0,0,0
4020_197,4020,1,0.0,0.0,0
4020_206,4020,0,0.0,1.0,0
4020_214,4020,0,0.0,1.0,1
4020_274,4020,0,0.0,0.0,1
4020_56,4020,0,0.0,1.0,0
4020_69,4020,0,0,0,0
4021_232,4021,0,0.0,1.0,0
4021_31,4021,1,0.0,0.0,0
4021_310,4021,0,1.0,1.0,0
4021_326,4021,1,0.0,1.0,0
4021_41,4021,0,0.0,1.0,0
4021_51,4021,0,0.0,1.0,0
4021_90,4021,0,0.0,1.0,0
4021_94,4021,1,1,1,0
4022_114,4022,0,0.0,1.0,1
4022_116,4022,1,0.0,1.0,0
4022_170,4022,0,0.0,1.0,0
4022_189,4022,0,0.0,0.0,1
4022_262,4022,1,0.0,1.0,0
4022_38,4022,0,0.0,1.0,0
4022_62,4022,0,0.0,0.0,1
4023_102,4023,1,0.0,1.0,0
4023_120,4023,0,0.0,1.0,0
4023_138,4023,1,1.0,1.0,0
4023_48,4023,1,1.0,1.0,0
4023_6,4023,0,0.0,1.0,1
4023_82,4023,1,0.0,1.0,0
4023_88,4023,1,0.0,1.0,0
4024_100,4024,0,1.0,0.0,0
4024_116,4024,1,1.0,1.0,0
4024_137,4024,0,0.0,1.0,0
4024_155,4024,1,1.0,1.0,0
4024_42,4024,0,0,1,0
4024_56,4024,1,1.0,1.0,0
4024_8,4024,1,1.0,1.0,0
4024_94,4024,0,0.0,1.0,0
4026_146,4026,0,1.0,1.0,0
4026_244,4026,1,1.0,1.0,0
4026_263,4026,0,0.0,1.0,0
4026_291,4026,0,0.0,1.0,0
4026_39,4026,0,0.0,1.0,0
4026_41,4026,0,0,1,0
4026_57,4026,0,0.0,1.0,1
4026_87,4026,0,0.0,1.0,0
4027_0,4027,0,0.0,1.0,1
4027_10,4027,0,0.0,1.0,0
4027_110,4027,1,0.0,1.0,0
4027_126,4027,1,0.0,1.0,0
4027_128,4027,0,0.0,0.0,1
4027_134,4027,0,0,0,1
4027_32,4027,1,0.0,1.0,0
4027_91,4027,1,0.0,1.0,0
4028_148,4028,0,0.0,1.0,0
4028_18,4028,0,0.0,0.0,0
4028_196,4028,1,0.0,0.0,0
4028_204,4028,1,0.0,0.0,0
4028_226,4028,0,0,1,0
4028_256,4028,0,0,0,0
4028_30,4028,0,0.0,0.0,0
4028_336,4028,0,0.0,0.0,0
4028_347,4028,0,0.0,1.0,1
4029_0,4029,0,0.0,1.0,0
4029_115,4029,0,0,1,0
4029_133,4029,0,0,1,0
4029_20,4029,0,0.0,1.0,0
4029_36,4029,0,0.0,1.0,0
4029_44,4029,1,1.0,0.0,0
4029_57,4029,1,1.0,1.0,0
4029_61,4029,1,1.0,1.0,0
4029_63,4029,1,1.0,1.0,0
4031_0,4031,0,0.0,1.0,1
4031_21,4031,1,0.0,1.0,0
4031_37,4031,0,0.0,0.0,0
4031_45,4031,1,0.0,1.0,0
4031_57,4031,1,1.0,1.0,0
4031_61,4031,0,0.0,1.0,0
4031_63,4031,1,1.0,1.0,0
4032_0,4032,0,0.0,1.0,1
4032_112,4032,0,0.0,0.0,1
4032_148,4032,1,0.0,1.0,0
4032_46,4032,1,0.0,1.0,0
4032_54,4032,1,0.0,1.0,0
4032_80,4032,1,0.0,1.0,0
4032_82,4032,1,1.0,1.0,0
4033_0,4033,0,0.0,0.0,1
4033_112,4033,1,0.0,1.0,0
4033_146,4033,0,0.0,1.0,0
4033_44,4033,0,0.0,0.0,0
4033_52,4033,1,0.0,1.0,0
4033_80,4033,1,0.0,1.0,0
4033_82,4033,0,0.0,1.0,0
4034_127,4034,0,0,0,0
4034_369,4034,0,0.0,1.0,1
4034_387,4034,1,1.0,1.0,0
4034_396,4034,0,0.0,1.0,0
4034_437,4034,0,0,0,1
4034_460,4034,0,0.0,0.0,1
4034_485,4034,1,0.0,0.0,0
4034_557,4034,0,0.0,0.0,1
4034_60,4034,0,0.0,0.0,1
4034_88,4034,0,0,1,0
4035_113,4035,1,1.0,1.0,0
4035_147,4035,0,0,1,0
4035_167,4035,0,0.0,1.0,1
4035_224,4035,0,0.0,1.0,0
4035_24,4035,0,0.0,1.0,0
4035_256,4035,0,0,1,0
4035_268,4035,0,0.0,0.0,1
4035_296,4035,0,0.0,1.0,0
4035_40,4035,1,0.0,1.0,0
4036_116,4036,1,0.0,1.0,0
4036_18,4036,1,0.0,0.0,0
4036_32,4036,0,0.0,0.0,1
4036_56,4036,0,0.0,1.0,0
4036_8,4036,0,0.0,0.0,1
4036_82,4036,0,0.0,1.0,0
4036_92,4036,1,1.0,0.0,0
4037_137,4037,0,0.0,0.0,1
4037_259,4037,0,0.0,0.0,1
4037_288,4037,0,0.0,0.0,1
4037_32,4037,0,0.0,1.0,0
4037_325,4037,1,1.0,1.0,0
4037_327,4037,1,0.0,0.0,0
4037_331,4037,0,0,1,0
4037_361,4037,0,0.0,0.0,1
4037_413,4037,0,0,1,0
4038_0,4038,0,0.0,0.0,1
4038_11,4038,0,0.0,0.0,0
4038_112,4038,1,1.0,1.0,0
4038_120,4038,1,1,1,0
4038_122,4038,0,0.0,1.0,0
4038_27,4038,1,1.0,0.0,1
4038_40,4038,1,1,1,0
4038_73,4038,1,1.0,1.0,0
4038_95,4038,0,0.0,1.0,0
4039_0,4039,0,0.0,0.0,1
4039_102,4039,0,0.0,0.0,0
4039_126,4039,1,0.0,1.0,0
4039_20,4039,0,0.0,1.0,0
4039_36,4039,1,1.0,1.0,0
4039_56,4039,0,0.0,1.0,1
4039_8,4039,0,0.0,0.0,0
4039_96,4039,0,0,0,0
4040_0,4040,0,0.0,0.0,1
4040_103,4040,1,1.0,1.0,0
4040_115,4040,1,1.0,1.0,0
4040_22,4040,1,1.0,1.0,0
4040_38,4040,0,0.0,1.0,0
4040_48,4040,0,1.0,1.0,0
4040_8,4040,0,0.0,1.0,0
4041_124,4041,0,0.0,0.0,1
4041_16,4041,0,0,1,0
4041_186,4041,0,0,1,0
4041_200,4041,1,0,1,0
4041_225,4041,1,0.0,0.0,0
4041_242,4041,0,0.0,1.0,1
4041_259,4041,0,1.0,1.0,0
4041_308,4041,1,0.0,0.0,0
4041_362,4041,0,0.0,0.0,1
4041_63,4041,0,0.0,1.0,0
4042_130,4042,0,0.0,0.0,1
4042_140,4042,0,0,0,1
4042_155,4042,0,0,0,0
4042_196,4042,1,0.0,1.0,0
4042_252,4042,1,1,1,0
4042_254,4042,0,1.0,1.0,0
4042_307,4042,1,1.0,0.0,1
4042_358,4042,1,1.0,0.0,0
4042_87,4042,1,1.0,1.0,1
4042_90,4042,1,1.0,1.0,0
4043_0,4043,0,1.0,1.0,1
4043_10,4043,0,1.0,1.0,0
4043_107,4043,0,0.0,0.0,1
4043_26,4043,1,1.0,1.0,0
4043_70,4043,0,0.0,1.0,0
4043_77,4043,1,0.0,1.0,0
4043_91,4043,1,0.0,0.0,0
4044_108,4044,0,0.0,1.0,0
4044_114,4044,0,0.0,1.0,0
4044_154,4044,0,1.0,0.0,1
4044_182,4044,1,1.0,1.0,0
4044_36,4044,0,0.0,0.0,1
4044_72,4044,0,0.0,0.0,1
4044_87,4044,0,0.0,0.0,1
4045_0,4045,0,0.0,1.0,1
4045_16,4045,1,1.0,1.0,0
4045_18,4045,1,0.0,0.0,0
4045_2,4045,0,0.0,1.0,0
4045_24,4045,1,0.0,0.0,0
4045_30,4045,0,0.0,0.0,1
4045_34,4045,0,0.0,0.0,0
4046_0,4046,0,0.0,0.0,1
4046_10,4046,0,0.0,1.0,0
4046_102,4046,0,0.0,1.0,0
4046_26,4046,1,0.0,1.0,0
4046_68,4046,1,1.0,1.0,0
4046_72,4046,0,0,1,0
4046_74,4046,0,0.0,1.0,0
4046_86,4046,1,1.0,1.0,0
4047_0,4047,0,0.0,0.0,1
4047_10,4047,1,0.0,0.0,1
4047_16,4047,0,0,1,0
4047_18,4047,1,0.0,1.0,0
4047_2,4047,1,0.0,1.0,0
4047_20,4047,1,1.0,1.0,0
4047_22,4047,0,0.0,0.0,1
4047_4,4047,0,1.0,1.0,0
4048_127,4048,1,0.0,1.0,0
4048_20,4048,1,1.0,1.0,0
4048_34,4048,1,1,1,0
4048_36,4048,1,1.0,1.0,1
4048_76,4048,0,0.0,0.0,1
4048_8,4048,1,1.0,1.0,0
4048_84,4048,1,0.0,1.0,0
4048_94,4048,0,0.0,1.0,0
4049_124,4049,1,1.0,1.0,0
4049_219,4049,0,0.0,1.0,0
4049_266,4049,1,0.0,1.0,0
4049_303,4049,0,0.0,0.0,1
4049_311,4049,0,0.0,1.0,0
4049_356,4049,0,0.0,1.0,1
4049_62,4049,0,0.0,0.0,1
4049_74,4049,1,0,0,0
4050_15,4050,0,0.0,1.0,1
4050_187,4050,1,0,0,0
4050_21,4050,0,0.0,1.0,1
4050_242,4050,0,0.0,0.0,1
4050_263,4050,1,0.0,1.0,0
4050_33,4050,0,0.0,1.0,1
4050_360,4050,0,0.0,0.0,0
4050_442,4050,0,1.0,0.0,0
4051_127,4051,0,1.0,1.0,0
4051_135,4051,1,0.0,1.0,0
4051_52,4051,1,1.0,1.0,0
4051_77,4051,1,0.0,1.0,0
4051_8,4051,0,0.0,0.0,0
4051_81,4051,1,0.0,0.0,1
4051_91,4051,0,0.0,1.0,0
4052_0,4052,0,0.0,1.0,1
4052_122,4052,0,0.0,1.0,1
4052_143,4052,0,0.0,1.0,0
4052_18,4052,1,1.0,1.0,0
4052_34,4052,0,0.0,1.0,1
4052_54,4052,0,0.0,0.0,1
4052_6,4052,0,0.0,1.0,0
4053_160,4053,0,0,1,0
4053_247,4053,0,0.0,1.0,1
4053_254,4053,0,0.0,1.0,0
4053_277,4053,0,0.0,0.0,1
4053_295,4053,0,0,1,0
4053_391,4053,0,0.0,1.0,0
4053_467,4053,0,0,1,0
4053_477,4053,1,0,1,0
4053_483,4053,1,0.0,0.0,0
4053_66,4053,1,1,1,0
4053_699,4053,0,0.0,0.0,1
4053_92,4053,0,0.0,1.0,0
4054_137,4054,0,0.0,0.0,1
4054_139,4054,0,0.0,0.0,1
4054_166,4054,1,0.0,0.0,0
4054_255,4054,0,0.0,0.0,0
4054_37,4054,0,0.0,0.0,1
4054_59,4054,0,1.0,1.0,0
4054_70,4054,0,0,0,0
4054_81,4054,1,0.0,1.0,0
4055_10,4055,0,0.0,1.0,0
4055_100,4055,1,0.0,1.0,0
4055_102,4055,0,0.0,1.0,1
4055_24,4055,1,0.0,0.0,0
4055_34,4055,1,0.0,0.0,0
4055_38,4055,0,0.0,0.0,0
4055_92,4055,1,0.0,1.0,0
4057_0,4057,0,0.0,0.0,1
4057_134,4057,1,0.0,1.0,0
4057_20,4057,0,0.0,0.0,1
4057_7,4057,0,0.0,0.0,1
4057_70,4057,0,1.0,1.0,0
4057_90,4057,1,0.0,1.0,0
4057_92,4057,1,0,1,0
4057_96,4057,1,0.0,1.0,0
4058_0,4058,0,0.0,0.0,1
4058_20,4058,1,1.0,1.0,0
4058_36,4058,0,0.0,0.0,0
4058_44,4058,1,0.0,1.0,0
4058_56,4058,0,1.0,1.0,0
4058_60,4058,0,0.0,1.0,0
4058_62,4058,0,0.0,1.0,0
4060_0,4060,0,0.0,0.0,1
4060_10,4060,1,0.0,1.0,0
4060_100,4060,0,0.0,0.0,1
4060_26,4060,1,1.0,1.0,0
4060_37,4060,0,0.0,0.0,0
4060_66,4060,1,1.0,1.0,0
4060_72,4060,1,0.0,1.0,0
4061_119,4061,1,0.0,0.0,0
4061_18,4061,1,0.0,0.0,1
4061_32,4061,1,0.0,1.0,0
4061_56,4061,1,0.0,1.0,0
4061_8,4061,1,1.0,1.0,0
4061_82,4061,0,0.0,1.0,0
4061_92,4061,0,0.0,0.0,0
4062_119,4062,1,0.0,1.0,0
4062_146,4062,1,0.0,1.0,0
4062_186,4062,0,1.0,1.0,0
4062_242,4062,0,0.0,0.0,1
4062_53,4062,0,1.0,1.0,0
4062_8,4062,0,0.0,0.0,1
4062_95,4062,0,1.0,1.0,0
4063_120,4063,0,0,0,0
4063_142,4063,1,0.0,1.0,0
4063_194,4063,1,0.0,1.0,0
4063_234,4063,0,0.0,1.0,0
4063_260,4063,1,0.0,0.0,0
4063_30,4063,0,0.0,1.0,0
4063_320,4063,1,0.0,1.0,0
4063_38,4063,0,0,1,0
4063_62,4063,0,0.0,0.0,1
4064_109,4064,0,0,0,0
4064_12,4064,0,0.0,0.0,1
4064_18,4064,0,0.0,1.0,0
4064_242,4064,0,0.0,0.0,1
4064_264,4064,0,1.0,1.0,0
4064_30,4064,0,0.0,1.0,0
4064_355,4064,0,0.0,1.0,0
4064_416,4064,0,0,0,0
4064_452,4064,0,0.0,0.0,1
4065_156,4065,0,0.0,1.0,0
4065_168,4065,1,0,0,0
4065_19,4065,1,0.0,0.0,0
4065_217,4065,0,0.0,1.0,0
4065_309,4065,0,0,1,0
4065_381,4065,0,0.0,0.0,1
4065_403,4065,0,0,1,0
4065_453,4065,0,0.0,1.0,0
4065_480,4065,0,1.0,1.0,1
4065_51,4065,0,0.0,0.0,1
4067_163,4067,0,0.0,0.0,1
4067_20,4067,0,0.0,1.0,1
4067_212,4067,1,0.0,1.0,0
4067_378,4067,1,1.0,1.0,0
4067_540,4067,1,0.0,0.0,0
4067_589,4067,0,0.0,0.0,0
4067_60,4067,0,0.0,0.0,1
4073_201,4073,0,0.0,0.0,1
4073_229,4073,0,0.0,0.0,1
